Time, Air Quality
02-22 22:50,7952
02-22 23:00,7631
02-22 23:10,7828
02-22 23:20,7690
02-22 23:30,7433
02-22 23:40,7239
02-22 23:50,7012
02-23 00:00,6865
02-23 00:10,6830
02-23 00:20,6761
02-23 00:30,6722
02-23 00:40,6668
02-23 00:50,6581
02-23 01:00,6420
02-23 01:10,6458
02-23 01:20,6364
02-23 01:31,6281
02-23 01:41,6301
02-23 01:51,6118
02-23 02:01,6179
02-23 02:11,6017
02-23 02:21,6129
02-23 02:31,6227
02-23 02:41,6329
02-23 02:51,6362
02-23 03:01,6325
02-23 03:11,6330
02-23 03:21,6303
02-23 03:31,6365
02-23 03:41,6155
02-23 03:51,6040
02-23 04:01,6037
02-23 04:11,5922
02-23 04:21,6076
02-23 04:31,5874
02-23 04:41,5950
02-23 04:51,5752
02-23 05:01,5635
02-23 05:11,5639
02-23 05:21,5579
02-23 05:31,5794
02-23 05:41,5637
02-23 05:51,5896
02-23 06:01,5988
02-23 06:11,6015
02-23 06:21,6047
02-23 06:31,6045
02-23 06:41,6046
02-23 06:51,6049
02-23 07:01,6050
02-23 07:11,6035
02-23 07:21,5981
02-23 07:31,5910
02-23 07:41,5755
02-23 07:51,5943
02-23 08:01,5954
02-23 08:11,5786
02-23 08:21,5631
02-23 08:31,5651
02-23 08:41,5502
02-23 08:51,5674
02-23 09:01,5527
02-23 09:11,5537
02-23 09:21,5723
02-23 09:31,5808
02-23 09:41,5825
02-23 09:51,5857
02-23 10:01,5844
02-23 10:11,5804
02-23 10:21,5818
02-23 10:31,5825
02-23 10:41,5899
02-23 10:51,5934
02-23 11:01,6202
02-23 11:11,6238
02-23 11:21,6346
02-23 11:31,6532
02-23 11:41,6617
02-23 11:51,6874
02-23 12:00,6905
02-23 12:10,7230
02-23 12:20,7319
02-23 12:30,7477
02-23 12:40,7708
02-23 12:50,7697
02-23 13:00,7934
02-23 13:10,7775
02-23 13:20,7910
02-23 13:30,7788
02-23 13:40,7924
02-23 13:50,8238
02-23 14:00,8250
02-23 14:10,8217
02-23 14:20,8320
02-23 14:30,8159
02-23 14:40,8166
02-23 14:50,8165
02-23 15:00,8172
02-23 15:10,8311
02-23 15:20,8251
02-23 15:30,8330
02-23 15:40,8178
02-23 15:50,8274
02-23 16:00,8119
02-23 16:10,6573
02-23 16:20,6697
02-23 16:30,6853
02-23 16:40,6962
02-23 16:50,7023
02-23 17:00,7058
02-23 17:10,7035
02-23 17:20,7223
02-23 17:30,7188
02-23 17:40,7379
02-23 17:50,7466
02-23 18:00,7536
02-23 18:10,7644
02-23 18:20,7673
02-23 18:30,7903
02-23 18:40,7867
02-23 18:50,8101
02-23 19:00,8020
02-23 19:10,8259
02-23 19:20,8325
02-23 19:30,8239
02-23 19:40,8335
02-23 19:50,8343
02-23 20:00,8351
02-23 20:10,8322
02-23 20:20,8244
02-23 20:30,8173
02-23 20:40,8056
02-23 20:50,7938
02-23 21:00,7837
02-23 21:10,7762
02-23 21:20,7729
02-23 21:30,7706
02-23 21:40,7681
02-23 21:50,7717
02-23 22:00,7718
02-23 22:10,7737
02-23 22:20,7766
02-23 22:30,7767
02-23 22:40,7812
02-23 22:50,7830
02-23 23:00,7885
02-23 23:10,7858
02-23 23:20,7911
02-23 23:30,7877
02-23 23:40,7898
02-23 23:50,7903
02-24 00:00,7896
02-24 00:10,7851
02-24 00:20,7875
02-24 00:30,7890
02-24 00:40,7827
02-24 00:50,7828
02-24 01:00,7835
02-24 01:10,7810
02-24 01:20,7815
02-24 01:30,7829
02-24 01:41,7817
02-24 01:51,7808
02-24 02:01,7808
02-24 02:11,7826
02-24 02:21,7818
02-24 02:31,7829
02-24 02:41,7856
02-24 02:51,7850
02-24 03:01,7850
02-24 03:11,7797
02-24 03:21,7766
02-24 03:31,7779
02-24 03:41,7776
02-24 03:51,7750
02-24 04:01,7773
02-24 04:11,7763
02-24 04:21,7737
02-24 04:31,7743
02-24 04:41,7738
02-24 04:51,7748
02-24 05:01,7734
02-24 05:11,7696
02-24 05:21,7682
02-24 05:31,7660
02-24 05:41,7642
02-24 05:51,7647
02-24 06:01,7631
02-24 06:11,7605
02-24 06:21,7625
02-24 06:31,7609
02-24 06:41,7630
02-24 06:51,7624
02-24 07:01,7629
02-24 07:11,7621
02-24 07:21,7632
02-24 07:31,7620
02-24 07:41,7612
02-24 07:51,7604
02-24 08:01,7638
02-24 08:11,7647
02-24 08:21,7630
02-24 08:31,7630
02-24 08:41,7577
02-24 08:51,7524
02-24 09:01,7683
02-24 09:11,7677
02-24 09:21,7687
02-24 09:31,7770
02-24 09:41,7733
02-24 09:51,7758
02-24 10:01,7787
02-24 10:11,7811
02-24 10:21,7830
02-24 10:31,7820
02-24 10:41,7830
02-24 10:51,7685
02-24 11:01,7920
02-24 11:11,7914
02-24 11:21,8041
02-24 11:31,7981
02-24 11:41,8155
02-24 11:51,8077
02-24 12:00,8151
02-24 12:10,8274
02-24 12:20,8297
02-24 12:30,8551
02-24 12:40,8587
02-24 12:50,8879
02-24 13:00,8886
02-24 13:10,8987
02-24 13:20,9395
02-24 13:30,9418
02-24 13:40,9384
02-24 13:50,9640
02-24 14:00,9618
02-24 14:10,9484
02-24 14:20,9670
02-24 14:30,9306
02-24 14:40,9165
02-24 14:50,9086
02-24 15:00,9108
02-24 15:10,8605
02-24 15:20,8586
02-24 15:30,8622
02-24 15:40,9105
02-24 15:50,8919
02-24 16:00,8808
02-24 16:10,9043
02-24 16:20,9040
02-24 16:30,8759
02-24 16:40,8606
02-24 16:50,8903
02-24 17:00,8741
02-24 17:10,8753
02-24 17:20,8889
02-24 17:30,8964
02-24 17:40,9134
02-24 17:50,9105
02-24 18:00,9334
02-24 18:10,9151
02-24 18:20,9151
02-24 18:30,9169
02-24 18:40,9097
02-24 18:50,9186
02-24 19:00,9107
02-24 19:10,9204
02-24 19:20,8968
02-24 19:30,8765
02-24 19:40,8729
02-24 19:50,8565
02-24 20:00,8587
02-24 20:10,8438
02-24 20:20,8817
02-24 20:30,8953
02-24 20:40,8788
02-24 20:50,8772
02-24 21:00,8832
02-24 21:10,8732
02-24 21:20,8787
02-24 21:30,8689
02-24 21:40,8859
02-24 21:50,8924
02-24 22:00,8659
02-24 22:10,8533
02-24 22:20,8566
02-24 22:30,8307
02-24 22:40,8378
02-24 22:50,8173
02-24 23:00,8047
02-24 23:10,8086
02-24 23:20,7997
02-24 23:30,8212
02-24 23:40,8123
02-24 23:50,8289
02-25 00:00,8200
02-25 00:10,8162
02-25 00:20,8140
02-25 00:30,8085
02-25 00:40,8009
02-25 00:50,7850
02-25 01:00,7902
02-25 01:10,7920
02-25 01:20,7920
02-25 01:30,7831
02-25 01:40,7776
02-25 01:50,7715
02-25 02:00,7622
02-25 02:10,7502
02-25 02:20,7315
02-25 02:30,7163
02-25 02:41,7355
02-25 02:51,7211
02-25 03:01,7233
02-25 03:11,7185
02-25 03:21,7120
02-25 03:31,7103
02-25 03:41,7114
02-25 03:51,7197
02-25 04:01,7105
02-25 04:11,7050
02-25 04:21,7293
02-25 04:31,7134
02-25 04:41,7142
02-25 04:51,7286
02-25 05:01,7179
02-25 05:11,7233
02-25 05:21,7454
02-25 05:31,7488
02-25 05:41,7422
02-25 05:51,7237
02-25 06:01,7103
02-25 06:11,6859
02-25 06:21,6851
02-25 06:31,6653
02-25 06:41,6492
02-25 06:51,6675
02-25 07:01,6519
02-25 07:11,6453
02-25 07:21,6629
02-25 07:31,6672
02-25 07:41,6677
02-25 07:51,6547
02-25 08:01,6462
02-25 08:11,6395
02-25 08:21,6308
02-25 08:31,6257
02-25 08:41,6191
02-25 08:51,6150
02-25 09:01,6157
02-25 09:11,6159
02-25 09:21,6163
02-25 09:31,6114
02-25 09:41,6200
02-25 09:51,6201
02-25 10:01,6229
02-25 10:11,6336
02-25 10:21,6436
02-25 10:31,6517
02-25 10:41,6712
02-25 10:51,6916
02-25 11:01,7228
02-25 11:11,7502
02-25 11:21,7555
02-25 11:31,7711
02-25 11:41,7770
02-25 11:51,7981
02-25 12:00,8068
02-25 12:10,8232
02-25 12:20,8337
02-25 12:30,8397
02-25 12:40,8384
02-25 12:50,8505
02-25 13:00,8617
02-25 13:10,8380
02-25 13:20,8342
02-25 13:30,8305
02-25 13:40,8352
02-25 13:50,8229
02-25 14:00,8134
02-25 14:10,8143
02-25 14:20,8341
02-25 14:30,8181
02-25 14:40,8363
02-25 14:50,8073
02-25 15:00,7978
02-25 15:10,8096
02-25 15:20,8103
02-25 15:30,8139
02-25 15:40,8098
02-25 15:50,8257
02-25 16:00,8014
02-25 16:10,7919
02-25 16:20,7868
02-25 16:30,7766
02-25 16:40,7727
02-25 16:50,7648
02-25 17:00,7751
02-25 17:10,7608
02-25 17:20,7577
02-25 17:30,7482
02-25 17:40,7397
02-25 17:50,6896
02-25 18:00,6832
02-25 18:10,6973
02-25 18:20,6809
02-25 18:30,6945
02-25 18:40,6824
02-25 18:50,7108
02-25 19:00,7052
02-25 19:10,6981
02-25 19:20,7285
02-25 19:30,7182
02-25 19:40,7349
02-25 19:50,7613
02-25 20:00,7524
02-25 20:10,7441
02-25 20:20,7659
02-25 20:30,7804
02-25 20:40,7752
02-25 20:50,7691
02-25 21:00,7757
02-25 21:10,7764
02-25 21:20,7780
02-25 21:30,7833
02-25 21:40,7828
02-25 21:50,7844
02-25 22:00,7822
02-25 22:10,7845
02-25 22:20,7824
02-25 22:30,7802
02-25 22:40,7879
02-25 22:50,7820
02-25 23:00,7863
02-25 23:10,7803
02-25 23:20,7862
02-25 23:30,7668
02-25 23:40,7817
02-25 23:50,7811
02-26 00:00,7841
02-26 00:10,7852
02-26 00:20,7847
02-26 00:30,7866
02-26 00:40,7834
02-26 00:50,7862
02-26 01:00,7925
02-26 01:10,7920
02-26 01:20,7840
02-26 01:30,7892
02-26 01:40,7932
02-26 01:50,7944
02-26 02:00,7860
02-26 02:10,7832
02-26 02:20,7851
02-26 02:30,7784
02-26 02:40,7744
02-26 02:50,7715
02-26 03:00,7736
02-26 03:10,7634
02-26 03:21,7636
02-26 03:31,7498
02-26 03:41,7416
02-26 03:51,7320
02-26 04:01,7306
02-26 04:11,7245
02-26 04:21,7155
02-26 04:31,7185
02-26 04:41,7133
02-26 04:51,6987
02-26 05:01,7042
02-26 05:11,7040
02-26 05:21,6992
02-26 05:31,7000
02-26 05:41,6953
02-26 05:51,6909
02-26 06:01,6729
02-26 06:11,6902
02-26 06:21,6911
02-26 06:31,6880
02-26 06:41,6797
02-26 06:51,6771
02-26 07:01,6757
02-26 07:11,6779
02-26 07:21,6751
02-26 07:31,6780
02-26 07:41,6686
02-26 07:51,6613
02-26 08:01,6611
02-26 08:11,6635
02-26 08:21,6647
02-26 08:31,6644
02-26 08:41,6640
02-26 08:51,6618
02-26 09:01,6599
02-26 09:11,6584
02-26 09:21,6592
02-26 09:31,6663
02-26 09:41,6717
02-26 09:51,6797
02-26 10:01,6810
02-26 10:11,6895
02-26 10:21,7033
02-26 10:31,7188
02-26 10:41,7387
02-26 10:51,7559
02-26 11:01,7681
02-26 11:11,7803
02-26 11:21,7959
02-26 11:31,7890
02-26 11:41,7939
02-26 11:51,7987
02-26 12:00,8179
02-26 12:10,8022
02-26 12:20,7932
02-26 12:30,8143
02-26 12:40,8143
02-26 12:50,8113
02-26 13:00,8099
02-26 13:10,8388
02-26 13:20,8118
02-26 13:30,8086
02-26 13:40,8272
02-26 13:50,8336
02-26 14:00,8428
02-26 14:10,8273
02-26 14:20,8177
02-26 14:30,8379
02-26 14:40,8255
02-26 14:50,8163
02-26 15:00,8172
02-26 15:10,8416
02-26 15:20,8228
02-26 15:30,8162
02-26 15:40,8291
02-26 15:50,8106
02-26 16:00,7969
02-26 16:10,7761
02-26 16:20,8013
02-26 16:30,7716
02-26 16:40,7653
02-26 16:50,7593
02-26 17:00,7535
02-26 17:10,7540
02-26 17:20,7486
02-26 17:30,7728
02-26 17:40,7536
02-26 17:50,7662
02-26 18:00,7679
02-26 18:10,7662
02-26 18:20,7776
02-26 18:30,7735
02-26 18:40,7939
02-26 18:50,7866
02-26 19:00,7982
02-26 19:10,7956
02-26 19:20,7831
02-26 19:30,7913
02-26 19:40,7865
02-26 19:50,7976
02-26 20:00,7818
02-26 20:10,7940
02-26 20:20,7841
02-26 20:30,7963
02-26 20:40,8040
02-26 20:50,8038
02-26 21:00,8047
02-26 21:10,7900
02-26 21:20,7804
02-26 21:30,8049
02-26 21:40,7781
02-26 21:50,7751
02-26 22:00,7883
02-26 22:10,7633
02-26 22:20,7854
02-26 22:30,7733
02-26 22:40,7677
02-26 22:50,7666
02-26 23:00,7623
02-26 23:10,7631
02-26 23:20,7588
02-26 23:30,7545
02-26 23:40,7532
02-26 23:50,7510
02-27 00:00,7511
02-27 00:10,7433
02-27 00:20,7445
02-27 00:30,7475
02-27 00:40,7445
02-27 00:50,7446
02-27 01:00,7427
02-27 01:10,7394
02-27 01:21,7372
02-27 01:31,7323
02-27 01:41,7351
02-27 01:51,7336
02-27 02:01,7332
02-27 02:11,7290
02-27 02:21,7257
02-27 02:31,7188
02-27 02:41,7112
02-27 02:51,6999
02-27 03:01,6942
02-27 03:11,6873
02-27 03:21,6854
02-27 03:31,6854
02-27 03:41,6815
02-27 03:51,6759
02-27 04:01,6677
02-27 04:11,6785
02-27 04:21,6749
02-27 04:31,6645
02-27 04:41,6782
02-27 04:51,6796
02-27 05:01,6800
02-27 05:11,6787
02-27 05:21,6839
02-27 05:31,6817
02-27 05:41,6856
02-27 05:51,6832
02-27 06:01,6862
02-27 06:11,6759
02-27 06:21,6713
02-27 06:31,6815
02-27 06:41,6845
02-27 06:51,6771
02-27 07:01,6824
02-27 07:11,6783
02-27 07:21,6751
02-27 07:31,6702
02-27 07:41,6666
02-27 07:51,6667
02-27 08:01,6611
02-27 08:11,6451
02-27 08:21,6552
02-27 08:31,6495
02-27 08:41,6526
02-27 08:51,6528
02-27 09:01,6527
02-27 09:11,6533
02-27 09:21,6534
02-27 09:31,6536
02-27 09:41,6532
02-27 09:51,6453
02-27 10:01,6343
02-27 10:11,6483
02-27 10:21,6530
02-27 10:31,6536
02-27 10:41,6413
02-27 10:51,6426
02-27 11:01,6399
02-27 11:11,6467
02-27 11:21,6241
02-27 11:31,6341
02-27 11:41,6352
02-27 11:51,6304
02-27 12:00,6551
02-27 12:10,6490
02-27 12:20,6660
02-27 12:30,6643
02-27 12:40,6657
02-27 12:50,6726
02-27 13:00,6666
02-27 13:10,6906
02-27 13:20,6961
02-27 13:30,7214
02-27 13:40,7442
02-27 13:50,7343
02-27 14:00,7321
02-27 14:10,7491
02-27 14:20,7546
02-27 14:30,7802
02-27 14:40,7823
02-27 14:50,8045
02-27 15:00,8183
02-27 15:10,8230
02-27 15:20,8316
02-27 15:30,8257
02-27 15:40,6762
02-27 15:50,7159
02-27 16:00,7511
02-27 16:10,7577
02-27 16:20,7698
02-27 16:30,7931
02-27 16:40,7851
02-27 16:50,8074
02-27 17:00,8032
02-27 17:10,8176
02-27 17:20,8105
02-27 17:30,8002
02-27 17:40,8166
02-27 17:50,8172
02-27 18:00,8266
02-27 18:10,8305
02-27 18:20,8364
02-27 18:30,8318
02-27 18:40,8310
02-27 18:50,8302
02-27 19:00,8416
02-27 19:10,8509
02-27 19:20,8365
02-27 19:30,8428
02-27 19:40,8351
02-27 19:50,8330
02-27 20:00,8413
02-27 20:10,8382
02-27 20:20,8440
02-27 20:30,8330
02-27 20:40,8431
02-27 20:50,8369
02-27 21:00,8294
02-27 21:10,8415
02-27 21:20,8546
02-27 21:30,8585
02-27 21:40,8704
02-27 21:50,8643
02-27 22:00,8637
02-27 22:10,8646
02-27 22:20,8711
02-27 22:30,8644
02-27 22:40,8654
02-27 22:50,8686
02-27 23:00,8678
02-27 23:10,8685
02-27 23:20,8692
02-27 23:30,8684
02-27 23:40,8669
02-27 23:50,8650
02-28 00:00,8623
02-28 00:10,8599
02-28 00:20,8587
02-28 00:30,8589
02-28 00:40,8582
02-28 00:50,8544
02-28 01:00,8569
02-28 01:10,8542
02-28 01:20,8514
02-28 01:30,8509
02-28 01:40,8470
02-28 01:50,8442
02-28 02:00,8506
02-28 02:10,8395
02-28 02:20,8380
02-28 02:30,8360
02-28 02:41,8342
02-28 02:51,8316
02-28 03:01,8293
02-28 03:11,8266
02-28 03:21,8259
02-28 03:31,8256
02-28 03:41,8244
02-28 03:51,8276
02-28 04:01,8247
02-28 04:11,8241
02-28 04:21,8229
02-28 04:31,8238
02-28 04:41,8200
02-28 04:51,8254
02-28 05:01,8212
02-28 05:11,8188
02-28 05:21,8187
02-28 05:31,8161
02-28 05:41,8194
02-28 05:51,8187
02-28 06:01,8161
02-28 06:11,8038
02-28 06:21,8100
02-28 06:31,8079
02-28 06:41,8052
02-28 06:51,8039
02-28 07:01,8034
02-28 07:11,7865
02-28 07:21,7737
02-28 07:31,7682
02-28 07:41,7620
02-28 07:51,7548
02-28 08:01,7498
02-28 08:11,7416
02-28 08:21,7344
02-28 08:31,7339
02-28 08:41,7338
02-28 08:51,7380
02-28 09:01,7423
02-28 09:11,7401
02-28 09:21,7343
02-28 09:31,7318
02-28 09:41,7350
02-28 09:51,7280
02-28 10:01,7288
02-28 10:11,7324
02-28 10:21,7288
02-28 10:31,7270
02-28 10:41,7266
02-28 10:51,7337
02-28 11:01,7307
02-28 11:11,7312
02-28 11:21,7476
02-28 11:31,7468
02-28 11:41,7840
02-28 11:51,8002
02-28 12:00,8237
02-28 12:10,8428
02-28 12:20,8461
02-28 12:30,8470
02-28 12:40,8485
02-28 12:50,8647
02-28 13:00,8813
02-28 13:10,8842
02-28 13:20,9078
02-28 13:30,9140
02-28 13:40,9080
02-28 13:50,9143
02-28 14:00,9145
02-28 14:10,9289
02-28 14:20,9167
02-28 14:30,9276
02-28 14:40,9268
02-28 14:50,8883
02-28 15:00,8640
02-28 15:10,8526
02-28 15:20,8516
02-28 15:30,8618
02-28 15:40,8466
02-28 15:50,8271
02-28 16:00,8027
02-28 16:10,7932
02-28 16:20,7972
02-28 16:30,7746
02-28 16:40,7798
02-28 16:50,7683
02-28 17:00,7727
02-28 17:10,7720
02-28 17:20,7710
02-28 17:30,7678
02-28 17:40,7556
02-28 17:50,7402
02-28 18:00,7207
02-28 18:10,7132
02-28 18:20,7006
02-28 18:30,6874
02-28 18:40,6829
02-28 18:50,6669
02-28 19:00,6578
02-28 19:10,6359
02-28 19:20,6365
02-28 19:30,6420
02-28 19:40,6457
02-28 19:50,6391
02-28 20:00,6307
02-28 20:10,6259
02-28 20:20,6298
02-28 20:30,6376
02-28 20:40,6455
02-28 20:50,6502
02-28 21:00,6523
02-28 21:10,6581
02-28 21:20,6715
02-28 21:30,6794
02-28 21:40,6798
02-28 21:50,6837
02-28 22:00,6942
02-28 22:10,6874
02-28 22:20,6939
02-28 22:30,6895
02-28 22:40,6987
02-28 22:50,6914
02-28 23:00,6919
02-28 23:10,6943
02-28 23:20,6939
02-28 23:30,7026
02-28 23:40,6977
02-28 23:50,7095
03-01 00:00,6898
03-01 00:10,6891
03-01 00:20,6918
03-01 00:30,6882
03-01 00:40,6974
03-01 00:50,6944
03-01 01:00,7097
03-01 01:10,6997
03-01 01:20,7036
03-01 01:30,7014
03-01 01:40,6972
03-01 01:50,7032
03-01 02:00,7033
03-01 02:10,7238
03-01 02:21,7140
03-01 02:31,7285
03-01 02:41,7185
03-01 02:51,7136
03-01 03:01,7221
03-01 03:11,7297
03-01 03:21,7304
03-01 03:31,7273
03-01 03:41,7263
03-01 03:51,7248
03-01 04:01,7356
03-01 04:11,7295
03-01 04:21,7319
03-01 04:31,7361
03-01 04:41,7387
03-01 04:51,7441
03-01 05:01,7440
03-01 05:11,7569
03-01 05:21,7550
03-01 05:31,7597
03-01 05:41,7475
03-01 05:51,7645
03-01 06:01,7426
03-01 06:11,7368
03-01 06:21,7554
03-01 06:31,7525
03-01 06:41,7371
03-01 06:51,7274
03-01 07:01,7390
03-01 07:11,7393
03-01 07:21,7304
03-01 07:31,7335
03-01 07:41,7329
03-01 07:51,7276
03-01 08:01,7295
03-01 08:11,7383
03-01 08:21,7299
03-01 08:31,7269
03-01 08:41,7022
03-01 08:51,7095
03-01 09:01,6904
03-01 09:11,6890
03-01 09:21,6811
03-01 09:31,6760
03-01 09:41,6840
03-01 09:51,6737
03-01 10:01,6807
03-01 10:11,6832
03-01 10:21,6943
03-01 10:31,6932
03-01 10:41,6978
03-01 10:51,7147
03-01 11:01,7105
03-01 11:11,7387
03-01 11:21,7555
03-01 11:31,7578
03-01 11:41,7540
03-01 11:51,7678
03-01 12:00,7794
03-01 12:10,7755
03-01 12:20,7741
03-01 12:30,7915
03-01 12:40,7925
03-01 12:50,7948
03-01 13:00,7988
03-01 13:10,8009
03-01 13:20,8166
03-01 13:30,8161
03-01 13:40,8303
03-01 13:50,8186
03-01 14:00,8199
03-01 14:10,8228
03-01 14:20,8262
03-01 14:30,8216
03-01 14:40,5819
03-01 14:50,5174
03-01 15:00,5036
03-01 15:10,5188
03-01 15:20,5170
03-01 15:30,5575
03-01 15:40,5785
03-01 15:50,5015
03-01 16:00,4975
03-01 16:10,4928
03-01 16:20,4896
03-01 16:30,4955
03-01 16:40,4977
03-01 16:50,5056
03-01 17:00,5316
03-01 17:10,5600
03-01 17:20,5903
03-01 17:30,6301
03-01 17:40,6449
03-01 17:50,6618
03-01 18:00,6769
03-01 18:10,6999
03-01 18:20,7083
03-01 18:30,7226
03-01 18:40,7319
03-01 18:50,7589
03-01 19:00,7542
03-01 19:10,7676
03-01 19:20,7852
03-01 19:30,7768
03-01 19:40,7812
03-01 19:50,7978
03-01 20:00,7973
03-01 20:10,8111
03-01 20:20,8241
03-01 20:30,8337
03-01 20:40,8251
03-01 20:50,8267
03-01 21:00,8132
03-01 21:10,8304
03-01 21:20,8129
03-01 21:30,8186
03-01 21:40,8106
03-01 21:50,8070
03-01 22:00,8218
03-01 22:10,8112
03-01 22:20,8159
03-01 22:30,8197
03-01 22:40,8203
03-01 22:50,8135
03-01 23:00,8259
03-01 23:10,8138
03-01 23:20,8105
03-01 23:30,8147
03-01 23:40,8214
03-01 23:50,8227
03-02 00:00,8213
03-02 00:10,8250
03-02 00:20,8165
03-02 00:30,8214
03-02 00:40,8247
03-02 00:50,8315
03-02 01:00,8142
03-02 01:10,8155
03-02 01:20,8109
03-02 01:30,8222
03-02 01:40,8228
03-02 01:50,8287
03-02 02:00,8283
03-02 02:11,8315
03-02 02:21,8286
03-02 02:31,8229
03-02 02:41,8290
03-02 02:51,8155
03-02 03:01,8278
03-02 03:11,8138
03-02 03:21,8156
03-02 03:31,8148
03-02 03:41,8144
03-02 03:51,8147
03-02 04:01,8271
03-02 04:11,8128
03-02 04:21,8197
03-02 04:31,8114
03-02 04:41,8112
03-02 04:51,8072
03-02 05:01,8040
03-02 05:11,8083
03-02 05:21,8005
03-02 05:31,7987
03-02 05:41,7945
03-02 05:51,7959
03-02 06:01,7986
03-02 06:11,8105
03-02 06:21,8008
03-02 06:31,7894
03-02 06:41,7891
03-02 06:51,7824
03-02 07:01,7793
03-02 07:11,7744
03-02 07:21,7654
03-02 07:31,7643
03-02 07:41,7527
03-02 07:51,7527
03-02 08:01,7650
03-02 08:11,7557
03-02 08:21,7621
03-02 08:31,7476
03-02 08:41,7329
03-02 08:51,7279
03-02 09:01,7180
03-02 09:11,7213
03-02 09:21,7212
03-02 09:31,7108
03-02 09:41,7048
03-02 09:51,7034
03-02 10:01,7016
03-02 10:11,7053
03-02 10:21,7156
03-02 10:31,7282
03-02 10:41,7284
03-02 10:51,7238
03-02 11:01,7322
03-02 11:11,7586
03-02 11:21,7723
03-02 11:31,8011
03-02 11:41,8204
03-02 11:51,8346
03-02 12:00,8299
03-02 12:10,8484
03-02 12:20,8436
03-02 12:30,8545
03-02 12:40,8887
03-02 12:50,9176
03-02 13:00,8848
03-02 13:10,8897
03-02 13:20,8753
03-02 13:30,8734
03-02 13:40,8860
03-02 13:50,8885
03-02 14:00,8961
03-02 14:10,8812
03-02 14:20,8722
03-02 14:30,8708
03-02 14:40,8801
03-02 14:50,8895
03-02 15:00,8865
03-02 15:10,8786
03-02 15:20,8717
03-02 15:30,8481
03-02 15:40,8327
03-02 15:50,8167
03-02 16:00,8055
03-02 16:10,7861
03-02 16:20,7455
03-02 16:30,7472
03-02 16:40,7461
03-02 16:50,7159
03-02 17:00,7406
03-02 17:10,7469
03-02 17:20,7543
03-02 17:31,7650
03-02 17:41,7673
03-02 17:51,7641
03-02 18:01,7698
03-02 18:11,7718
03-02 18:21,7775
03-02 18:31,7880
03-02 18:42,7820
03-02 18:52,7909
03-02 19:02,7943
03-03 12:00,6314
03-03 12:10,6377
03-03 12:20,6421
03-03 12:30,6498
03-03 12:40,6408
03-03 12:50,6474
03-03 13:00,6524
03-03 13:10,5358
03-03 13:20,5565
03-03 13:30,5723
03-03 13:40,5865
03-03 13:50,6083
03-03 14:00,6270
03-03 14:10,6569
03-03 14:20,6717
03-03 14:30,6708
03-03 14:40,6852
03-03 14:50,7001
03-03 15:00,7010
03-03 15:10,6877
03-03 15:20,6894
03-03 15:30,6884
03-03 15:40,6999
03-03 15:50,7008
03-03 16:00,6972
03-03 16:10,7016
03-03 16:20,7075
03-03 16:30,6990
03-03 16:40,6960
03-03 16:50,6990
03-03 17:00,6930
03-03 17:10,6868
03-03 17:20,6857
03-03 17:30,7002
03-03 17:40,6931
03-03 17:50,7019
03-03 18:00,6874
03-03 18:10,6902
03-03 18:20,6901
03-03 18:30,6896
03-03 18:40,7000
03-03 18:50,7001
03-03 19:00,7086
03-03 19:10,7185
03-03 19:20,7129
03-03 19:30,7068
03-03 19:40,7111
03-03 19:50,7115
03-03 20:00,7245
03-03 20:10,7101
03-03 20:20,7114
03-03 20:30,7167
03-03 20:40,7141
03-03 20:50,7186
03-03 21:00,7187
03-03 21:10,7038
03-03 21:20,7050
03-03 21:30,7026
03-03 21:40,7107
03-03 21:50,7101
03-03 22:00,7232
03-03 22:10,7181
03-03 22:20,7179
03-03 22:30,7224
03-03 22:40,7283
03-03 22:50,7376
03-03 23:00,7427
03-03 23:10,7383
03-03 23:20,7354
03-03 23:30,7387
03-03 23:40,7420
03-03 23:50,7593
03-04 00:00,7511
03-04 00:10,7505
03-04 00:20,7647
03-04 00:30,7667
03-04 00:40,7702
03-04 00:50,7702
03-04 01:00,7664
03-04 01:10,7686
03-04 01:20,7619
03-04 01:30,7604
03-04 01:40,7553
03-04 01:50,7542
03-04 02:01,7521
03-04 02:11,7553
03-04 02:21,7624
03-04 02:31,7501
03-04 02:41,7559
03-04 02:51,7472
03-04 03:01,7434
03-04 03:11,7456
03-04 03:21,7410
03-04 03:31,7376
03-04 03:41,7269
03-04 03:51,7209
03-04 04:01,7217
03-04 04:11,7181
03-04 04:21,7206
03-04 04:31,7227
03-04 04:41,7243
03-04 04:51,7292
03-04 05:01,7288
03-04 05:11,7181
03-04 05:21,7143
03-04 05:31,7106
03-04 05:41,7161
03-04 05:51,7063
03-04 06:01,7075
03-04 06:11,7099
03-04 06:21,7039
03-04 06:31,7037
03-04 06:41,7054
03-04 06:51,7095
03-04 07:01,7150
03-04 07:11,7113
03-04 07:21,7086
03-04 07:31,7024
03-04 07:41,7118
03-04 07:51,6001
03-04 08:01,5070
03-04 08:11,5272
03-04 08:21,5665
03-04 08:31,5895
03-04 08:41,6067
03-04 08:51,6186
03-04 09:01,5745
03-04 09:11,6819
03-04 09:21,8270
03-04 09:31,7258
03-04 09:41,7550
03-04 09:51,7761
03-04 10:01,7959
03-04 10:11,7942
03-04 10:21,8002
03-04 10:31,8120
03-04 10:41,8077
03-04 10:51,8081
03-04 11:01,8136
03-04 11:11,8221
03-04 11:21,8314
